1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
128,92,110,6,60,143,36,111,81,151,101,234,114,88,102,176,,4
105,106,144,191,0,93,40,150,93,84,120,182,136,87,34,218,,4
136,140,167,211,83,158,46,140,125,118,113,211,117,86,86,151,,4
114,132,179,273,107,263,42,72,96,149,104,132,83,88,207,57,,4
126,109,147,211,119,204,41,108,85,45,104,86,94,86,152,84,,4
137,132,163,210,104,197,40,116,92,56,109,99,100,89,128,90,,4
230,226,204,247,88,317,11,256,196,100,11,165,126,54,32,151,,5
121,116,161,554,0,0,0,93,0,90,22,164,48,62,0,0,,5
168,119,203,628,0,77,23,2,0,10,36,116,0,64,0,41,,5
79,65,194,820,0,43,41,114,58,117,62,96,27,68,0,93,,5
91,57,134,493,20,79,42,98,103,156,76,104,24,69,44,92,,5
129,131,223,784,83,176,12,64,86,122,84,106,0,77,53,0,,5
143,109,130,74,130,211,53,24,141,163,92,106,17,75,79,114,,5
174,168,225,614,203,285,25,0,80,141,94,123,0,78,14,0,,5
171,178,193,594,208,326,40,0,144,165,101,117,0,81,32,32,,5
207,257,225,343,302,406,45,0,234,258,98,171,0,80,139,38,,5
202,244,239,454,250,373,53,0,153,207,107,156,0,84,43,8,,5
159,208,272,1023,128,190,29,93,220,217,114,124,71,87,66,149,,5
357,319,275,7,311,866,146,423,601,333,125,133,339,85,291,898,,5
368,530,419,209,363,1023,73,468,667,373,118,196,329,82,104,745,,5
340,543,410,165,343,997,56,461,646,367,106,204,316,81,68,658,,5
293,493,395,317,314,943,52,457,620,345,97,199,302,78,60,597,,5
276,446,359,325,294,875,47,454,613,344,88,207,299,76,58,590,,5
276,442,353,312,279,827,43,442,599,331,81,205,293,74,62,558,,5
268,431,342,313,267,787,42,433,583,316,75,204,286,74,62,524,,5
258,398,319,290,258,760,43,424,571,302,69,202,280,72,58,499,,5
192,119,141,13,39,28,45,54,102,52,49,71,55,66,13,21,,6
32,61,116,16,32,68,41,69,93,45,8,79,61,70,24,37,,6
2,47,106,19,77,122,3,15,97,0,42,47,43,66,78,30,,6
7,25,93,16,50,107,43,43,95,24,22,66,53,74,37,29,,6
16,38,98,16,57,112,30,46,97,38,59,65,58,75,19,17,,6
29,68,121,15,57,109,37,50,105,56,85,69,60,79,27,21,,6
27,71,121,16,56,87,32,51,116,43,84,74,59,80,30,23,,6
24,57,111,16,48,103,29,55,106,52,76,74,59,83,35,37,,6
13,28,90,16,48,112,37,58,104,53,81,80,65,82,27,35,,6
23,44,105,16,40,113,33,64,101,40,42,80,68,87,25,37,,6
28,66,121,16,52,136,30,59,111,55,78,82,67,87,21,25,,6
38,78,127,14,61,103,35,68,120,72,147,80,62,89,30,38,,6
30,62,117,14,57,103,33,71,118,68,140,79,62,91,29,41,,6
19,35,95,15,62,112,32,72,125,72,148,82,71,92,26,38,,6
24,39,104,15,58,124,30,75,117,71,132,82,69,93,19,36,,6
32,61,117,19,52,130,28,77,112,64,105,82,71,94,17,34,,6
38,85,131,18,52,132,31,79,115,70,107,86,69,96,24,37,,6
35,76,126,17,52,133,35,82,116,73,113,86,69,96,24,39,,6
28,58,113,20,46,128,34,80,111,61,86,87,73,98,23,37,,6
23,40,104,18,50,135,33,81,115,68,89,90,75,97,26,41,,6
176,225,314,608,50,287,75,503,214,221,47,200,69,3,8,136,,7
119,201,313,818,94,350,69,413,184,354,36,436,91,2,10,93,,7
134,216,296,758,89,447,59,457,191,349,25,408,89,1,10,118,,7
134,194,265,747,86,437,53,450,190,329,20,395,88,0,10,120,,7
134,204,254,708,84,419,50,440,185,310,18,387,87,0,10,118,,7
137,203,234,617,83,369,38,415,180,300,15,386,89,0,12,118,,7
193,177,215,658,51,228,27,369,161,253,15,352,83,0,10,106,,7
265,305,291,729,75,452,59,273,131,110,17,181,90,0,11,38,,7
375,264,193,0,507,597,116,54,174,540,21,894,117,0,8,264,,7
698,373,287,260,0,0,158,908,7,718,0,842,213,182,0,1017,,7
808,344,355,1023,117,0,0,0,334,650,0,790,161,0,516,927,,7
673,457,368,0,308,772,267,1023,852,616,404,754,149,504,775,855,,7
852,749,590,950,426,1023,82,412,749,556,731,713,104,831,458,788,,7
785,697,507,977,383,881,71,394,729,514,658,673,58,702,495,725,,7
766,676,471,1002,375,844,59,370,703,475,660,635,44,724,389,667,,7
705,638,430,914,350,783,58,364,688,440,653,600,37,738,357,614,,7
665,600,400,877,326,714,50,345,666,410,643,566,27,741,324,563,,7
620,554,368,795,316,715,58,339,655,382,635,534,17,744,296,517,,7
576,509,332,731,301,684,52,333,640,358,623,506,11,747,278,474,,7
641,552,364,680,289,649,61,547,654,339,616,477,50,790,291,436,,7
275,180,188,98,77,196,53,111,151,79,125,0,41,175,106,0,,7
130,112,145,76,81,202,51,115,155,80,129,0,40,178,104,0,,7
119,113,148,94,67,173,48,107,149,80,129,0,36,183,97,0,,7
136,142,170,114,79,203,54,118,155,83,136,0,40,186,99,0,,7
134,146,170,144,67,172,40,112,150,81,135,0,37,187,95,0,,7
122,123,158,124,72,196,56,127,154,84,139,0,44,186,91,0,,7
319,193,179,86,96,234,38,32,167,80,149,0,0,211,136,0,,7
268,183,190,212,105,235,34,19,152,82,152,0,0,256,96,0,,7
253,197,191,205,101,238,46,20,152,81,158,0,0,223,97,0,,7
268,209,190,91,99,218,55,81,154,90,159,0,49,249,86,0,,7
115,149,179,253,93,235,77,161,171,95,168,0,69,225,68,0,,7
132,133,171,386,73,179,38,111,154,93,159,0,66,221,66,0,,7
126,101,146,331,67,152,36,110,152,91,159,0,70,221,63,0,,7
116,130,168,314,95,235,58,138,165,91,167,0,68,222,70,0,,7
144,163,185,291,88,235,52,147,162,90,163,0,73,237,66,0,,7
144,153,185,383,74,188,32,101,151,88,157,0,68,235,63,0,,7
126,133,164,288,80,214,45,130,157,88,162,0,72,218,69,0,,7
115,109,148,256,80,218,49,137,156,87,161,0,75,223,72,0,,7
117,122,156,233,79,217,48,141,157,86,160,0,73,225,74,0,,7
119,136,166,223,80,221,50,151,159,85,160,0,77,224,73,0,,7
475,341,399,1023,168,231,235,1023,758,681,463,443,826,453,0,665,,1
606,353,403,1023,270,322,94,800,602,498,354,456,916,212,4,455,,1
435,287,336,550,376,406,90,312,388,396,306,481,835,60,73,246,,1
710,439,472,1023,175,271,234,1023,731,660,473,445,836,506,31,573,,1
659,411,453,1023,281,345,200,910,655,572,413,454,868,373,75,510,,1
596,364,421,934,341,412,119,783,619,502,374,468,874,310,107,494,,1
617,413,453,814,342,402,140,775,630,558,413,481,858,281,111,503,,1
675,421,450,1006,237,338,134,936,714,613,430,453,796,406,41,569,,1
641,359,378,993,215,138,115,907,666,563,389,459,793,491,0,557,,1
503,242,247,169,125,7,17,618,514,496,346,494,844,463,0,457,,1
543,398,407,472,424,550,60,515,586,606,435,490,827,304,229,505,,1
669,460,483,1023,306,486,144,947,720,612,394,449,767,473,168,649,,1
644,434,458,1023,304,481,110,922,658,557,381,455,767,430,166,629,,1
701,474,482,1019,275,485,112,1023,763,649,455,455,736,610,131,659,,1
377,273,288,0,509,715,0,5,516,512,346,491,765,354,248,367,,1
333,328,328,0,555,868,5,66,608,524,377,486,747,593,390,383,,1
361,359,337,0,516,806,31,119,625,556,409,490,755,618,370,424,,1
383,430,415,7,615,1023,21,138,650,628,457,484,750,614,388,495,,1
378,403,345,0,500,741,51,163,618,605,414,489,752,630,295,515,,1
359,372,334,111,546,840,58,132,637,566,394,486,738,505,305,497,,1
278,180,203,1023,0,0,0,353,0,46,117,69,73,132,14,157,,2
211,152,192,0,299,414,65,51,148,109,168,71,73,252,180,44,,2
246,247,250,383,244,474,86,66,162,108,134,80,70,312,143,105,,2
169,217,221,881,229,452,59,88,129,97,124,87,77,221,97,112,,2
239,225,182,494,257,278,70,83,220,148,151,78,90,195,19,100,,2
588,398,390,1023,0,100,0,943,271,216,257,96,89,770,173,1023,,2
626,375,408,955,194,359,0,938,311,215,212,96,93,684,268,1015,,2
613,381,414,1021,185,351,2,923,307,212,205,97,101,687,248,981,,2
551,310,328,1023,67,16,9,904,238,180,162,98,76,545,62,963,,2
516,313,355,1023,68,219,10,888,194,165,163,98,65,529,42,935,,2
561,354,419,1006,224,528,10,870,294,199,185,96,56,595,182,903,,2
572,417,476,1023,236,706,12,854,298,213,205,93,44,644,229,874,,2
560,444,477,1004,228,647,11,837,295,207,202,93,42,630,219,845,,2
549,426,458,985,237,646,12,819,294,189,180,92,36,612,205,819,,2
520,394,427,968,235,636,11,801,290,188,166,91,30,600,194,793,,2
515,407,428,958,237,632,14,787,288,184,163,89,27,587,181,772,,2
522,430,432,929,232,611,14,773,282,178,160,87,23,566,171,748,,2
508,403,407,907,228,603,14,757,278,173,142,86,21,552,165,726,,2
481,365,376,890,221,591,15,743,276,177,146,84,16,543,156,706,,2
483,395,397,879,260,644,16,731,285,178,150,84,12,513,142,689,,2
530,265,190,22,96,25,52,126,75,112,137,106,105,99,77,146,,3
378,204,152,21,101,0,50,163,74,118,147,120,121,115,61,194,,3
327,162,136,0,0,0,19,204,46,80,112,115,128,78,0,222,,3
396,236,211,784,221,355,71,190,91,125,163,145,135,168,265,222,,3
388,255,206,765,220,312,59,205,95,143,170,152,144,168,246,230,,3
385,249,198,750,215,273,53,213,98,147,165,158,150,166,222,235,,3
370,217,179,679,210,243,48,232,99,128,144,165,159,177,186,263,,3
359,221,182,741,207,262,51,230,106,136,155,171,162,188,182,249,,3
367,246,201,713,204,258,52,240,110,141,165,176,167,200,166,251,,3
362,232,193,681,200,268,52,252,118,142,155,183,173,216,149,270,,3
345,215,183,742,198,274,51,260,123,139,151,187,178,228,142,271,,3
348,229,197,701,195,274,50,271,126,145,168,193,184,243,130,278,,3
360,243,204,646,192,269,43,288,129,135,166,196,188,256,116,307,,3
340,207,180,642,179,226,41,292,128,126,146,201,192,255,88,300,,3
326,202,178,586,173,215,45,285,131,128,149,204,193,252,76,297,,3
336,228,199,579,167,217,41,293,135,141,166,208,197,258,66,297,,3
335,224,197,579,166,222,43,293,139,139,158,212,199,266,66,300,,3
310,188,170,514,137,163,34,298,140,133,145,215,203,251,26,295,,3
305,192,176,410,148,141,37,287,144,146,163,217,202,237,38,282,,3
328,226,205,525,164,259,52,293,158,160,180,224,206,278,67,284,,3
436,404,527,1023,613,814,0,470,269,381,245,452,137,111,212,767,,4
504,419,529,996,567,753,2,492,247,388,274,455,144,103,181,767,,4
495,473,569,965,607,821,12,434,282,402,314,469,129,123,200,731,,4
468,456,538,933,600,812,14,419,316,412,321,473,130,121,176,723,,4
436,388,483,906,587,803,27,408,331,417,300,476,130,119,166,712,,4
436,413,500,878,573,785,26,411,348,422,307,478,138,119,149,704,,4
429,463,521,846,560,767,40,419,350,401,317,477,141,118,142,654,,4
395,405,470,818,526,706,15,450,348,384,261,473,150,80,106,631,,4
309,308,407,788,541,748,6,370,336,379,239,458,62,167,219,439,,4
379,347,401,762,387,533,32,416,343,407,292,466,173,134,132,630,,4
385,399,434,736,440,596,28,479,347,419,314,463,186,94,80,576,,4
360,346,396,704,442,600,37,491,322,414,258,450,188,95,61,567,,4
327,291,355,675,453,617,29,453,329,406,259,458,178,115,89,547,,4
331,330,372,651,455,622,38,428,278,405,311,464,177,132,104,539,,4
338,378,392,629,451,622,36,423,276,413,317,466,178,133,104,522,,4
320,326,350,606,425,595,28,441,232,403,271,461,181,93,59,520,,4
296,268,311,583,420,588,26,426,238,408,268,463,182,99,60,523,,4
317,315,338,557,402,567,20,438,237,420,292,463,191,101,56,532,,4
324,365,366,536,409,576,35,441,236,419,290,464,192,88,37,512,,4
299,322,335,516,409,576,36,432,239,417,259,463,190,86,45,495,,4
279,230,249,103,55,122,91,192,241,18,582,716,197,362,418,414,,5
178,93,163,102,58,126,89,212,251,46,581,730,207,393,385,403,,5
204,148,198,102,60,130,86,233,234,66,584,754,217,416,360,406,,5
232,256,266,102,67,143,84,242,256,87,590,742,225,414,342,401,,5
217,214,233,100,75,148,81,255,293,128,595,759,230,431,321,385,,5
188,105,163,98,79,152,76,263,310,157,598,753,233,435,301,380,,5
202,143,191,94,84,158,75,273,327,189,602,760,239,445,286,372,,5
237,256,262,94,91,164,73,288,321,216,611,785,247,451,275,374,,5
224,230,238,90,97,168,72,294,355,256,614,790,249,449,258,364,,5
198,133,173,87,100,170,68,299,368,286,615,792,250,457,242,356,,5
206,149,188,85,104,177,68,308,372,298,615,795,256,458,231,352,,5
231,227,237,82,108,183,67,317,385,322,618,800,260,466,220,353,,5
229,225,228,80,103,180,67,329,343,311,607,805,266,478,201,344,,5
215,160,185,77,108,185,65,334,372,336,613,819,265,481,193,336,,5
215,149,181,73,114,191,62,341,380,353,614,821,268,483,185,336,,5
236,218,227,71,112,192,63,348,366,362,613,818,272,481,176,333,,5
236,231,230,68,116,196,62,352,382,385,615,830,272,481,170,336,,5
216,160,182,65,114,205,61,353,378,397,602,720,271,443,152,323,,5
211,146,172,64,131,216,52,351,353,339,605,690,262,378,140,299,,5
239,227,228,62,138,218,56,364,410,342,634,822,277,485,163,314,,5
212,161,158,194,66,71,96,0,69,123,56,151,64,91,48,74,,6
3,64,101,227,71,78,65,0,66,139,51,175,62,86,42,74,,6
11,69,105,266,69,76,15,0,60,145,39,200,64,83,32,77,,6
27,92,125,306,70,89,27,0,51,152,26,207,64,80,23,76,,6
44,100,133,333,75,80,133,0,45,154,18,201,64,72,14,76,,6
37,78,121,376,78,90,125,11,39,163,10,207,64,59,4,72,,6
38,79,120,405,79,89,101,7,32,164,0,215,64,45,0,74,,6
52,105,137,444,75,87,84,3,26,165,0,218,64,37,0,78,,6
42,108,145,238,135,177,108,0,19,177,0,281,64,24,0,92,,6
24,87,132,202,137,193,71,1,9,175,0,272,65,14,0,94,,6
33,97,139,254,120,174,80,1,0,174,0,280,65,4,0,92,,6
48,119,151,283,108,165,69,0,0,172,0,279,65,0,0,96,,6
52,117,150,370,105,160,57,0,0,172,0,278,65,0,0,101,,6
57,103,141,438,111,168,44,0,0,171,0,282,64,0,0,98,,6
51,109,148,286,135,189,72,2,0,178,0,287,66,0,0,96,,6
69,132,162,401,113,174,53,0,0,175,0,291,66,0,0,98,,6
75,132,162,418,111,174,53,0,0,175,0,295,65,0,0,96,,6
70,118,154,418,116,186,62,0,0,182,0,308,65,0,0,101,,6
58,102,146,459,117,185,43,0,0,173,0,287,66,0,0,106,,6
73,117,154,457,99,166,42,0,0,175,0,301,65,0,0,105,,6
354,162,179,162,59,57,46,43,0,72,0,98,54,0,0,32,,7
152,137,168,283,55,79,17,53,0,65,0,86,58,0,0,37,,7
169,218,224,170,67,77,57,54,0,73,0,95,60,0,0,39,,7
0,202,237,0,524,323,20,0,0,182,22,293,47,0,0,13,,7
38,147,156,332,0,0,223,118,12,156,0,280,86,0,0,71,,7
309,142,165,473,30,0,296,617,0,201,136,276,42,0,168,301,,7
225,122,180,779,424,0,275,587,0,192,466,265,31,0,563,440,,7
192,236,278,1023,131,685,0,97,391,160,435,232,0,82,489,387,,7
325,406,353,997,0,737,0,0,590,155,318,225,8,573,884,409,,7
210,326,290,791,1023,689,206,93,404,145,678,202,0,661,838,378,,7
224,279,251,793,971,662,151,86,393,130,694,180,0,647,827,344,,7
250,279,205,691,654,248,0,186,0,112,665,160,54,345,793,331,,7
68,228,250,1023,846,665,137,35,510,112,679,142,32,580,709,313,,7
125,246,234,936,825,612,137,80,463,100,683,124,79,541,740,296,,7
108,338,290,1007,740,648,49,25,538,92,703,107,92,549,620,281,,7
52,195,193,1020,732,630,69,39,540,90,700,93,87,571,552,282,,7
51,128,161,1023,701,627,64,58,544,87,723,80,74,595,570,262,,7
71,222,221,983,677,613,68,52,531,85,719,68,94,579,540,242,,7
91,334,297,948,659,608,59,50,535,82,728,59,96,584,521,237,,7
90,352,297,918,640,603,66,60,533,80,737,51,96,590,512,233,,7
397,362,304,67,36,89,25,59,57,61,49,57,83,52,33,47,,1
158,181,185,65,36,89,24,59,54,61,48,57,83,50,33,44,,1
32,0,69,64,37,89,23,60,55,61,48,57,83,51,32,47,,1
32,21,88,65,37,88,24,59,58,63,48,57,84,52,32,49,,1
94,130,159,66,37,90,25,60,60,62,48,58,84,52,33,53,,1
205,310,281,68,37,90,25,60,61,63,50,59,87,52,33,50,,1
230,310,275,66,38,91,24,61,59,64,50,59,85,51,33,48,,1
165,198,198,65,37,91,26,60,56,62,49,59,85,52,33,46,,1
45,2,74,65,37,91,24,60,56,63,50,59,85,53,33,48,,1
33,21,87,66,39,92,24,62,59,64,51,59,86,53,32,50,,1
99,132,160,66,40,92,24,61,62,66,51,61,88,53,34,53,,1
213,321,287,67,39,93,26,62,62,65,51,62,88,54,34,52,,1
226,307,272,70,40,94,25,60,61,64,53,61,88,53,34,48,,1
192,238,201,68,38,94,23,61,55,63,52,60,85,53,35,45,,1
42,49,98,66,40,94,24,63,59,64,52,59,88,54,33,50,,1
95,108,145,67,41,95,24,63,61,67,53,62,88,53,33,52,,1
131,170,192,67,40,94,26,62,62,65,53,63,89,55,35,53,,1
160,190,199,67,41,95,23,61,61,64,54,62,89,54,34,50,,1
134,139,163,66,41,95,22,62,60,64,54,61,88,54,34,49,,1
100,93,134,66,41,94,22,63,60,64,54,60,88,54,33,50,,1
369,410,362,279,226,335,126,201,243,249,243,141,262,146,106,173,,2
243,277,278,337,214,346,111,238,264,272,237,150,282,159,111,201,,2
174,96,165,364,198,354,99,257,273,296,174,177,298,142,57,198,,2
229,208,239,393,243,394,95,260,279,322,226,210,300,149,51,208,,2
297,390,360,335,237,400,57,270,305,373,260,224,317,169,68,254,,2
289,350,325,267,275,427,47,269,343,396,344,223,327,191,164,315,,2
224,167,200,264,283,441,55,265,320,389,359,233,320,181,113,270,,2
214,177,214,296,245,432,60,288,327,390,302,237,330,184,105,272,,2
285,354,337,315,258,452,71,306,340,399,316,240,342,183,106,284,,2
317,404,363,330,245,458,83,324,347,388,320,244,350,188,108,283,,2
250,242,244,220,215,440,69,336,359,407,310,245,364,196,110,290,,2
198,163,204,202,252,472,19,328,355,364,278,252,345,198,134,266,,2
249,296,300,203,222,471,64,365,418,400,398,247,374,211,208,338,,2
311,426,377,226,235,481,89,356,397,394,347,255,366,207,171,316,,2
271,301,290,201,228,481,70,361,395,403,313,256,371,206,151,317,,2
212,172,209,204,230,491,88,372,397,407,291,259,377,204,140,307,,2
249,290,282,180,218,474,114,376,398,410,445,259,386,202,207,341,,2
323,431,374,209,236,502,27,365,393,404,411,267,368,199,113,304,,2
271,314,300,204,170,477,126,405,404,434,324,273,395,200,82,311,,2
224,178,216,269,196,498,90,414,405,430,324,270,393,198,84,309,,2
902,629,380,376,930,642,32,160,0,362,292,898,272,114,695,713,,3
728,432,262,475,958,754,109,177,104,383,287,1013,279,129,637,658,,3
660,439,259,516,740,507,13,172,0,286,235,802,217,0,590,381,,3
734,619,404,602,746,670,114,194,0,297,305,787,262,29,465,487,,3
718,572,367,524,753,638,81,198,43,310,280,889,274,91,515,500,,3
646,413,257,510,762,645,77,185,86,340,246,993,263,193,493,443,,3
654,413,265,501,734,634,70,200,94,328,276,973,268,181,468,437,,3
712,554,364,464,724,620,61,199,74,302,311,923,264,139,439,436,,3
668,566,358,446,726,541,17,166,30,269,266,928,227,283,402,352,,3
609,472,313,598,804,784,114,156,183,332,221,966,204,274,386,194,,3
597,408,264,463,952,726,111,125,211,336,307,1023,200,1023,352,307,,3
643,619,409,1023,1007,1023,167,142,553,521,430,1023,233,1023,335,144,,3
640,629,369,881,929,699,91,157,371,415,300,993,264,597,308,153,,3
586,446,260,762,867,712,68,168,325,369,225,971,228,620,283,145,,3
591,411,251,777,821,679,60,178,274,357,253,948,240,526,259,201,,3
635,524,340,720,780,691,55,167,345,399,360,932,231,787,238,210,,3
646,623,401,712,728,761,58,166,392,398,328,922,218,786,218,170,,3
603,518,326,688,677,741,54,181,342,349,222,913,223,552,201,119,,3
544,361,215,554,639,621,43,173,217,295,187,890,213,410,182,104,,3
579,450,289,538,615,658,48,168,277,333,271,887,212,473,172,140,,3
218,171,296,326,174,106,11,63,9,0,137,244,16,368,142,55,,4
132,267,377,351,202,149,47,66,22,28,145,506,23,354,140,31,,4
149,196,337,706,233,217,98,174,59,38,74,298,76,222,0,0,,4
49,0,217,634,271,243,43,170,90,24,33,300,67,284,25,0,,4
118,136,308,533,233,213,30,163,76,25,110,399,68,298,49,14,,4
222,285,425,766,178,221,92,293,166,144,197,485,132,272,0,220,,4
198,218,368,556,219,218,33,218,94,64,128,592,99,293,81,123,,4
124,74,254,515,214,202,33,201,72,3,39,407,85,267,50,112,,4
152,122,289,520,223,215,50,209,79,3,77,382,90,258,31,114,,4
243,265,369,535,284,246,45,200,74,6,124,93,83,234,37,60,,4
230,242,357,457,257,236,47,204,85,43,116,242,90,279,70,88,,4
194,131,277,518,273,250,59,231,85,34,50,126,104,230,36,52,,4
181,123,272,470,259,242,44,227,89,43,93,94,101,253,45,73,,4
238,253,360,482,287,274,70,248,101,88,166,48,119,270,59,32,,4
259,266,362,473,266,265,57,262,114,115,146,104,127,282,60,72,,4
187,132,257,471,246,255,62,260,105,86,65,0,120,259,57,62,,4
176,116,252,450,254,248,46,243,72,30,79,0,106,233,61,22,,4
217,228,327,380,222,222,38,232,57,15,140,97,100,253,107,53,,4
213,205,298,276,231,209,30,202,48,0,94,144,88,278,126,66,,4
186,134,241,221,252,231,37,197,71,35,57,210,93,304,143,59,,4
709,378,420,582,65,272,60,0,281,434,310,791,301,506,441,430,,5
525,276,344,518,97,278,78,0,352,438,288,802,304,542,332,419,,5
498,263,328,467,80,245,40,0,332,415,307,859,308,590,366,438,,5
479,280,335,423,101,252,65,0,356,374,302,820,280,599,347,394,,5
502,292,329,378,82,226,42,25,367,417,304,836,336,607,260,474,,5
462,254,300,340,72,239,45,4,374,402,290,860,319,628,288,449,,5
406,226,271,291,65,241,87,0,279,345,246,660,329,571,152,394,,5
406,245,285,257,46,228,30,0,282,320,264,726,326,588,179,401,,5
399,243,282,219,56,235,53,0,310,319,261,733,324,602,187,388,,5
359,205,247,190,85,210,48,0,300,295,230,733,305,624,200,355,,5
325,187,234,160,133,230,75,0,300,296,236,678,308,611,156,349,,5
329,214,252,138,88,223,38,0,323,304,269,738,317,620,190,343,,5
351,225,257,110,61,212,35,0,356,296,269,808,319,640,188,400,,5
327,206,238,91,74,213,45,0,357,298,251,795,319,637,177,395,,5
304,176,215,71,50,197,46,0,358,292,252,807,321,645,157,400,,5
300,188,220,51,42,188,44,0,367,285,263,830,317,658,179,396,,5
303,202,227,32,44,188,51,0,373,282,262,821,318,655,165,392,,5
291,188,215,17,47,186,55,0,374,279,253,821,314,653,151,388,,5
245,119,169,0,40,181,50,0,372,268,228,813,313,639,154,389,,5
265,173,203,0,32,184,58,0,380,275,253,819,315,642,139,394,,5
318,283,275,1023,0,576,140,256,0,245,179,69,286,25,518,303,,6
242,263,221,0,0,462,30,280,401,379,297,30,310,0,438,736,,6
364,337,289,1023,115,483,39,431,541,710,458,23,387,0,424,1023,,6
155,229,195,380,285,457,36,332,533,447,324,13,353,0,392,473,,6
232,277,232,461,230,457,53,379,530,473,355,3,375,0,366,672,,6
235,273,228,455,218,446,54,385,518,445,342,0,381,0,346,659,,6
865,689,631,1023,1023,1023,764,1023,1023,1023,717,0,631,0,321,1023,,6
73,26,42,816,0,0,1,126,1023,884,576,0,423,0,255,354,,6
60,120,123,1012,224,138,74,172,919,794,538,0,371,0,208,237,,6
60,146,134,909,486,276,50,147,840,742,505,0,314,0,169,289,,6
67,144,133,883,506,314,43,180,768,667,456,0,284,0,142,250,,6
59,158,140,912,493,313,48,165,709,603,423,0,237,0,113,219,,6
64,181,159,916,486,332,49,178,653,546,394,0,214,0,90,206,,6
62,171,153,863,497,355,47,178,603,492,357,0,191,0,73,194,,6
60,152,144,824,495,366,43,177,565,445,325,0,170,0,58,178,,6
59,176,159,773,493,375,38,174,537,415,314,0,152,0,42,167,,6
61,193,173,734,487,382,38,180,491,382,295,0,138,0,32,150,,6
58,192,173,735,514,425,46,171,451,346,264,0,122,0,21,158,,6
66,181,167,716,481,427,43,199,421,313,245,0,117,0,11,141,,6
79,202,186,717,427,417,47,233,397,297,246,0,117,0,4,135,,6
264,172,190,125,124,135,36,95,0,59,101,0,58,0,0,56,,7
166,132,164,99,155,139,45,87,0,60,100,0,56,0,0,64,,7
147,103,145,113,153,148,46,90,0,56,90,0,58,0,0,61,,7
146,113,151,128,139,139,41,91,0,58,95,0,58,0,0,65,,7
155,135,167,126,144,152,42,96,0,62,102,0,59,0,0,62,,7
134,117,158,137,100,139,44,116,0,64,102,0,66,0,0,67,,7
617,329,321,228,425,655,95,0,0,59,112,0,40,0,0,541,,7
823,485,413,257,38,516,202,1023,25,74,165,0,246,0,0,631,,7
721,392,306,992,306,326,13,147,41,70,173,0,151,0,970,592,,7
597,321,247,804,277,333,76,177,61,68,146,0,81,88,833,543,,7
512,270,209,795,259,314,51,74,78,55,128,0,31,69,743,497,,7
480,276,215,597,256,323,75,292,86,52,128,0,0,124,707,454,,7
642,356,261,894,320,373,43,0,117,68,127,0,0,4,676,418,,7
566,301,219,751,293,356,60,15,117,76,126,0,0,52,647,387,,7
521,288,212,738,281,338,58,79,108,65,128,0,0,125,615,356,,7
566,413,301,667,281,332,39,38,136,86,165,0,0,69,557,330,,7
500,313,231,628,257,315,48,15,158,83,136,0,0,138,541,312,,7
445,242,189,596,253,323,41,11,139,69,121,0,0,141,515,278,,7
422,268,209,534,245,321,53,41,144,78,133,0,0,139,490,252,,7
383,327,246,411,203,274,53,76,166,92,154,0,0,151,450,230,,7
